step	Buildings_F1_Score_train	Buildings_F1_Score_val	Buildings_Mean_IoU_train	Buildings_Mean_IoU_val	Buildings_Pixel_Accuracy_train	Buildings_Pixel_Accuracy_val	Buildings_Precision_train	Buildings_Precision_val	Buildings_Recall_train	Buildings_Recall_val	Buildings_Loss_train	Buildings_Loss_val	Buildings_Lr_0_train	Buildings_Negative_F1_Score_train	Buildings_Negative_F1_Score_val	Buildings_Negative_Mean_IoU_train	Buildings_Negative_Mean_IoU_val	Buildings_Negative_Pixel_Accuracy_train	Buildings_Negative_Pixel_Accuracy_val	Buildings_Negative_Precision_train	Buildings_Negative_Precision_val	Buildings_Negative_Recall_train	Buildings_Negative_Recall_val	Misc_F1_Score_train	Misc_F1_Score_val	Misc_Mean_IoU_train	Misc_Mean_IoU_val	Misc_Pixel_Accuracy_train	Misc_Pixel_Accuracy_val	Misc_Precision_train	Misc_Precision_val	Misc_Recall_train	Misc_Recall_val	Misc_Loss_train	Misc_Loss_val	Misc_Lr_0_train	Misc_Negative_F1_Score_train	Misc_Negative_F1_Score_val	Misc_Negative_Mean_IoU_train	Misc_Negative_Mean_IoU_val	Misc_Negative_Pixel_Accuracy_train	Misc_Negative_Pixel_Accuracy_val	Misc_Negative_Precision_train	Misc_Negative_Precision_val	Misc_Negative_Recall_train	Misc_Negative_Recall_val	Road_F1_Score_train	Road_F1_Score_val	Road_Mean_IoU_train	Road_Mean_IoU_val	Road_Pixel_Accuracy_train	Road_Pixel_Accuracy_val	Road_Precision_train	Road_Precision_val	Road_Recall_train	Road_Recall_val	Road_Loss_train	Road_Loss_val	Road_Lr_0_train	Road_Negative_F1_Score_train	Road_Negative_F1_Score_val	Road_Negative_Mean_IoU_train	Road_Negative_Mean_IoU_val	Road_Negative_Pixel_Accuracy_train	Road_Negative_Pixel_Accuracy_val	Road_Negative_Precision_train	Road_Negative_Precision_val	Road_Negative_Recall_train	Road_Negative_Recall_val	Track_F1_Score_train	Track_F1_Score_val	Track_Mean_IoU_train	Track_Mean_IoU_val	Track_Pixel_Accuracy_train	Track_Pixel_Accuracy_val	Track_Precision_train	Track_Precision_val	Track_Recall_train	Track_Recall_val	Track_Loss_train	Track_Loss_val	Track_Lr_0_train	Track_Negative_F1_Score_train	Track_Negative_F1_Score_val	Track_Negative_Mean_IoU_train	Track_Negative_Mean_IoU_val	Track_Negative_Pixel_Accuracy_train	Track_Negative_Pixel_Accuracy_val	Track_Negative_Precision_train	Track_Negative_Precision_val	Track_Negative_Recall_train	Track_Negative_Recall_val	Trees_F1_Score_train	Trees_F1_Score_val	Trees_Mean_IoU_train	Trees_Mean_IoU_val	Trees_Pixel_Accuracy_train	Trees_Pixel_Accuracy_val	Trees_Precision_train	Trees_Precision_val	Trees_Recall_train	Trees_Recall_val	Trees_Loss_train	Trees_Loss_val	Trees_Lr_0_train	Trees_Negative_F1_Score_train	Trees_Negative_F1_Score_val	Trees_Negative_Mean_IoU_train	Trees_Negative_Mean_IoU_val	Trees_Negative_Pixel_Accuracy_train	Trees_Negative_Pixel_Accuracy_val	Trees_Negative_Precision_train	Trees_Negative_Precision_val	Trees_Negative_Recall_train	Trees_Negative_Recall_val
41																								0.0		0.0		0.944577157497406		0.0		0.0		0.03365160897374153		0.012500000186264515	0.0		0.0		0.1264687329530716		0.0		0.0		0.0		0.0		0.8297861814498901		0.0		0.0		0.0969187468290329		0.012500000186264515	0.0		0.0		0.24127912521362305		0.0		0.0		0.0		0.0		0.8489257097244263		0.0		0.0		0.6772782802581787		0.012500000186264515	0.0		0.0		0.2218821495771408		0.0		0.0																								
42																								0.0	0.0	0.0	0.0	0.9444566965103149	0.9520028829574585	0.0	0.0	0.0	0.0	0.028325403109192848	14.176847457885742		0.0	0.0	0.0	0.0	0.12628772854804993	0.0479971282184124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.832017183303833	0.8284516334533691	0.0	0.0	0.0	0.0	0.09870883077383041	1.280205488204956		0.0	0.0	0.0	0.0	0.23763379454612732	0.17154836654663086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.847595751285553	0.8964517712593079	0.0	0.0	0.0	0.0	0.669752836227417	1.0616520643234253		0.0	0.0	0.0	0.0	0.22339454293251038	0.10354824364185333	0.0	0.0	0.0	0.0																							
43																								0.0		0.0		0.9438745975494385		0.0		0.0		0.03127641975879669		0.012500000186264515	0.0		0.0		0.12680408358573914		0.0		0.0		0.0		0.0		0.8312711119651794		0.0		0.0		0.09417924284934998		0.012500000186264515	0.0		0.0		0.2390432208776474		0.0		0.0		0.0		0.0		0.8476144075393677		0.0		0.0		0.6676715016365051		0.012500000186264515	0.0		0.0		0.22310252487659454		0.0		0.0																								
44																								0.0	0.0	0.0	0.0	0.9444987177848816	0.9525076746940613	0.0	0.0	0.0	0.0	0.020860115066170692	-0.6859674453735352		0.0	0.0	0.0	0.0	0.12642492353916168	0.04749230295419693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8324505090713501	0.8299269080162048	0.0	0.0	0.0	0.0	0.08937426656484604	1.1087260246276855		0.0	0.0	0.0	0.0	0.23872116208076477	0.17007306218147278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8480029702186584	0.8910580277442932	0.0	0.0	0.0	0.0	0.6609919667243958	1.0595850944519043		0.0	0.0	0.0	0.0	0.22297142446041107	0.10894197225570679	0.0	0.0	0.0	0.0																							
45																								0.0		0.0		0.9446449279785156		0.0		0.0		0.016013460233807564		0.012500000186264515	0.0		0.0		0.12663528323173523		0.0		0.0		0.0		0.0		0.830437421798706		0.0		0.0		0.08588266372680664		0.012500000186264515	0.0		0.0		0.24094808101654053		0.0		0.0		0.0		0.0		0.848969042301178		0.0		0.0		0.6597437858581543		0.012500000186264515	0.0		0.0		0.22135551273822784		0.0		0.0																								
46																								0.0	0.0	0.0	0.0	0.944537341594696	0.9511356949806213	0.0	0.0	0.0	0.0	0.012890560552477837	1.6463565826416016		0.0	0.0	0.0	0.0	0.125985786318779	0.04886428266763687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8294092416763306	0.8313377499580383	0.0	0.0	0.0	0.0	0.0898277759552002	1.4975281953811646		0.0	0.0	0.0	0.0	0.2414710819721222	0.16866226494312286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8489253520965576	0.8918121457099915	0.0	0.0	0.0	0.0	0.6555231213569641	1.067105770111084		0.0	0.0	0.0	0.0	0.22187399864196777	0.10818787664175034	0.0	0.0	0.0	0.0																							
47																								0.0		0.0		0.9442734122276306		0.0		0.0		0.009303675964474678		0.012500000186264515	0.0		0.0		0.12765362858772278		0.0		0.0		0.0		0.0		0.8313660621643066		0.0		0.0		0.0829981341958046		0.012500000186264515	0.0		0.0		0.23954571783542633		0.0		0.0		0.0		0.0		0.8477010130882263		0.0		0.0		0.6503311395645142		0.012500000186264515	0.0		0.0		0.22319604456424713		0.0		0.0																								
48																								0.0	0.0	0.0	0.0	0.9444395303726196	0.9531272053718567	0.0	0.0	0.0	0.0	0.006997702177613974	-0.4449346959590912		0.0	0.0	0.0	0.0	0.1259898841381073	0.046872805804014206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8309163451194763	0.8296724557876587	0.0	0.0	0.0	0.0	0.08059760183095932	-2.255952835083008		0.0	0.0	0.0	0.0	0.2399134635925293	0.17032751441001892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8475106954574585	0.894109308719635	0.0	0.0	0.0	0.0	0.6452096104621887	1.0575428009033203		0.0	0.0	0.0	0.0	0.22362910211086273	0.1058906763792038	0.0	0.0	0.0	0.0																							
49																								0.0		0.0		0.9441246390342712		0.0		0.0		0.003171235090121627		0.012500000186264515	0.0		0.0		0.12648816406726837		0.0		0.0		0.0		0.0		0.8307649493217468		0.0		0.0		0.07681193202733994		0.012500000186264515	0.0		0.0		0.24112169444561005		0.0		0.0		0.0		0.0		0.8483196496963501		0.0		0.0		0.6451706290245056		0.012500000186264515	0.0		0.0		0.22310903668403625		0.0		0.0																								
50																								0.0	0.0	0.0	0.0	0.9437392354011536	0.9522196054458618	0.0	0.0	0.0	0.0	0.003188488306477666	1.4919553995132446		0.0	0.0	0.0	0.0	0.12676633894443512	0.04778040573000908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8287773132324219	0.8290129899978638	0.0	0.0	0.0	0.0	0.07679668068885803	1.6046463251113892		0.0	0.0	0.0	0.0	0.24174772202968597	0.17098698019981384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8482952117919922	0.8947392702102661	0.0	0.0	0.0	0.0	0.6425581574440002	1.057411551475525		0.0	0.0	0.0	0.0	0.22328375279903412	0.10526075214147568	0.0	0.0	0.0	0.0																							
51																								0.0		0.0		0.9439778327941895		0.0		0.0		-0.0020147853065282106		0.012500000186264515	0.0		0.0		0.12697941064834595		0.0		0.0		0.0		0.0		0.8310353755950928		0.0		0.0		0.07932549715042114		0.012500000186264515	0.0		0.0		0.23945200443267822		0.0		0.0		0.0		0.0		0.8480243682861328		0.0		0.0		0.6370888948440552		0.012500000186264515	0.0		0.0		0.22296147048473358		0.0		0.0																								
52																								0.0	0.0	0.0	0.0	0.944060206413269	0.951916515827179	0.0	0.0	0.0	0.0	-0.006343816872686148	-13.79401683807373		0.0	0.0	0.0	0.0	0.12660512328147888	0.04808347299695015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8312545418739319	0.8315942883491516	0.0	0.0	0.0	0.0	0.07116330415010452	-23.981821060180664		0.0	0.0	0.0	0.0	0.23923353850841522	0.1684056967496872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8482065200805664	0.8993422389030457	0.0	0.0	0.0	0.0	0.6385741829872131	1.060738205909729		0.0	0.0	0.0	0.0	0.22267727553844452	0.10065776109695435	0.0	0.0	0.0	0.0																							
53																								0.0		0.0		0.9445672035217285		0.0		0.0		-0.01238915417343378		0.012500000186264515	0.0		0.0		0.12624318897724152		0.0		0.0		0.0		0.0		0.8307281136512756		0.0		0.0		0.07143530994653702		0.012500000186264515	0.0		0.0		0.2402675747871399		0.0		0.0		0.0		0.0		0.8489559888839722		0.0		0.0		0.6317952275276184		0.012500000186264515	0.0		0.0		0.22179369628429413		0.0		0.0																								
54																								0.0	0.0	0.0	0.0	0.9447072148323059	0.9537854194641113	0.0	0.0	0.0	0.0	-0.016736820340156555	1.3537360429763794		0.0	0.0	0.0	0.0	0.1270064115524292	0.04621460288763046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8311361074447632	0.8282594680786133	0.0	0.0	0.0	0.0	0.07770700752735138	1.3042718172073364		0.0	0.0	0.0	0.0	0.24003230035305023	0.17174053192138672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8482610583305359	0.896209180355072	0.0	0.0	0.0	0.0	0.6288183331489563	1.0605143308639526		0.0	0.0	0.0	0.0	0.2227405309677124	0.10379080474376678	0.0	0.0	0.0	0.0																							
55																								0.0		0.0		0.9442264437675476		0.0		0.0		0.004732339642941952		0.012500000186264515	0.0		0.0		0.12581177055835724		0.0		0.0		0.0		0.0		0.829330563545227		0.0		0.0		0.06999725848436356		0.012500000186264515	0.0		0.0		0.2420850694179535		0.0		0.0		0.0		0.0		0.8483552932739258		0.0		0.0		0.6246563196182251		0.012500000186264515	0.0		0.0		0.22281846404075623		0.0		0.0																								
56																								0.0	0.0	0.0	0.0	0.9446951746940613	0.9513402581214905	0.0	0.0	0.0	0.0	-0.024470139294862747	0.2998751103878021		0.0	0.0	0.0	0.0	0.12595303356647491	0.04865971952676773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8295695781707764	0.8290950655937195	0.0	0.0	0.0	0.0	0.06710346043109894	-5.7111406326293945		0.0	0.0	0.0	0.0	0.2418336272239685	0.17090490460395813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8477517366409302	0.8923657536506653	0.0	0.0	0.0	0.0	0.6222690939903259	1.0608161687850952		0.0	0.0	0.0	0.0	0.2237129658460617	0.10763422399759293	0.0	0.0	0.0	0.0																							
57																								0.0		0.0		0.9442420601844788		0.0		0.0		-0.03174406662583351		0.012500000186264515	0.0		0.0		0.12632004916667938		0.0		0.0		0.0		0.0		0.8320351243019104		0.0		0.0		0.0654715821146965		0.012500000186264515	0.0		0.0		0.23854513466358185		0.0		0.0		0.0		0.0		0.848628044128418		0.0		0.0		0.6271774768829346		0.012500000186264515	0.0		0.0		0.2223881334066391		0.0		0.0																								
58																								0.0	0.0	0.0	0.0	0.9445250034332275	0.9524802565574646	0.0	0.0	0.0	0.0	-0.03872865065932274	1.3556294441223145		0.0	0.0	0.0	0.0	0.12608017027378082	0.0475197434425354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8334084153175354	0.8293808698654175	0.0	0.0	0.0	0.0	0.06531216204166412	-1.7658493518829346		0.0	0.0	0.0	0.0	0.23717710375785828	0.17061913013458252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8487192988395691	0.8959782123565674	0.0	0.0	0.0	0.0	0.6177473664283752	1.051842212677002		0.0	0.0	0.0	0.0	0.22206680476665497	0.10402178764343262	0.0	0.0	0.0	0.0																							
59																								0.0		0.0		0.9447335600852966		0.0		0.0		-0.0452129989862442		0.012500000186264515	0.0		0.0		0.1261541247367859		0.0		0.0		0.0		0.0		0.8287913799285889		0.0		0.0		0.06125405430793762		0.012500000186264515	0.0		0.0		0.24241049587726593		0.0		0.0		0.0		0.0		0.8488690853118896		0.0		0.0		0.628033459186554		0.012500000186264515	0.0		0.0		0.2216242253780365		0.0		0.0																								
60																								0.0	0.0	0.0	0.0	0.9445009827613831	0.9536505937576294	0.0	0.0	0.0	0.0	-0.054285913705825806	0.5054694414138794		0.0	0.0	0.0	0.0	0.1265096515417099	0.046349428594112396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.830036997795105	0.827910304069519	0.0	0.0	0.0	0.0	0.06316804140806198	-4.069729804992676		0.0	0.0	0.0	0.0	0.2400084137916565	0.17208968102931976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8476327657699585	0.8969943523406982	0.0	0.0	0.0	0.0	0.6170049905776978	1.0335471630096436		0.0	0.0	0.0	0.0	0.22277051210403442	0.10300567001104355	0.0	0.0	0.0	0.0																							
61																								0.0		0.0		0.9443602561950684		0.0		0.0		-0.06400822848081589		0.012500000186264515	0.0		0.0		0.12633971869945526		0.0		0.0		0.0		0.0		0.831281840801239		0.0		0.0		0.059789154678583145		0.012500000186264515	0.0		0.0		0.23912936449050903		0.0		0.0		0.0		0.0		0.8486006855964661		0.0		0.0		0.6101617217063904		0.012500000186264515	0.0		0.0		0.22209204733371735		0.0		0.0																								
62																								0.0	0.0	0.0	0.0	0.9446423053741455	0.9523347020149231	0.0	0.0	0.0	0.0	-0.06366118788719177	1.342504858970642		0.18293532729148865	0.0	0.1006762906908989	0.0	0.20813614130020142	0.047665297985076904	0.9340527653694153	0.0	0.10139702260494232	0.0	0.0	0.0	0.0	0.0	0.8305611610412598	0.8278934955596924	0.0	0.0	0.0	0.0	0.07116878777742386	0.9903018474578857		0.0	0.0	0.0	0.0	0.24075034260749817	0.1721065193414688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8481354117393494	0.897098183631897	0.0	0.0	0.0	0.0	0.6064092516899109	1.048074722290039		0.0	0.0	0.0	0.0	0.2219923734664917	0.10290181636810303	0.0	0.0	0.0	0.0																							
63																								0.0		0.0		0.9442180395126343		0.0		0.0		-0.07700619101524353		0.012500000186264515	0.9132437705993652		0.8403391242027283		0.8506203889846802		0.9262418150901794		0.9006054997444153		0.0		0.0		0.8331438899040222		0.0		0.0		0.061198312789201736		0.012500000186264515	0.0		0.0		0.23898188769817352		0.0		0.0		0.0		0.0		0.848202645778656		0.0		0.0		0.6047117710113525		0.012500000186264515	0.0		0.0		0.22137348353862762		0.0		0.0																								
64																								0.0	0.0	0.0	0.0	0.9441932439804077	0.9528816938400269	0.0	0.0	0.0	0.0	-0.10311778634786606	0.7415299415588379		0.9208438396453857	0.9749662280082703	0.8532998561859131	0.9511552453041077	0.8616815209388733	0.951159656047821	0.9204751253128052	0.9528829455375671	0.9212128520011902	0.9980973601341248	0.0	0.0	0.0	0.0	0.83072429895401	0.830655574798584	0.0	0.0	0.0	0.0	0.05859316140413284	-2.4567465782165527		0.0	0.0	0.0	0.0	0.24008016288280487	0.16934441030025482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8482522964477539	0.8911756277084351	0.0	0.0	0.0	0.0	0.6158217787742615	1.0068427324295044		0.0	0.0	0.0	0.0	0.22215212881565094	0.10882438719272614	0.0	0.0	0.0	0.0																							
65																								0.0		0.0		0.9441384077072144		0.0		0.0		-0.12299445271492004		0.012500000186264515	0.9450141787528992		0.8957600593566895		0.9011626243591309		0.9187526702880859		0.9728211760520935		0.0		0.0		0.832443356513977		0.0		0.0		0.05492047965526581		0.012500000186264515	0.0		0.0		0.23848822712898254		0.0		0.0		0.0		0.0		0.8486546277999878		0.0		0.0		0.5984660387039185		0.012500000186264515	0.0		0.0		0.22171540558338165		0.0		0.0																								
66																								0.0	0.0	0.0	0.0	0.9443954825401306	0.9544104933738708	0.0	0.0	0.0	0.0	-0.14698942005634308	0.8767361640930176		0.9427512288093567	0.9751799702644348	0.8917023539543152	0.9515621066093445	0.8968625664710999	0.9515674710273743	0.9153869152069092	0.9543808102607727	0.9718019962310791	0.9969058036804199	0.0	0.0	0.0	0.0	0.8315218687057495	0.8324404358863831	0.0	0.0	0.0	0.0	0.08279770612716675	1.3486733436584473		0.0	0.0	0.0	0.0	0.23869536817073822	0.16755957901477814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8482331037521362	0.8946120738983154	0.0	0.0	0.0	0.0	0.5897011756896973	1.0346906185150146		0.0	0.0	0.0	0.0	0.22308918833732605	0.10538794100284576	0.0	0.0	0.0	0.0																							
67																								0.0		0.0		0.9443463683128357		0.0		0.0		-0.19009898602962494		0.012500000186264515	0.9513671398162842		0.9072452187538147		0.9110293984413147		0.9106200933456421		0.9959315657615662		0.0		0.0		0.8317559361457825		0.0		0.0		0.0568884052336216		0.012500000186264515	0.0		0.0		0.24053028225898743		0.0		0.0		0.0		0.0		0.8488005995750427		0.0		0.0		0.5920448303222656		0.012500000186264515	0.0		0.0		0.22138038277626038		0.0		0.0																								
68																								0.0	0.0	0.0	0.0	0.9443423748016357	0.9516012072563171	0.0	0.0	0.0	0.0	-0.29212164878845215	1.0255095958709717		0.9475055932998657	0.7293860912322998	0.9002475738525391	0.5740422606468201	0.9034157991409302	0.582522988319397	0.9019342660903931	0.9518035650253296	0.9979270100593567	0.5912278890609741	0.0	0.0	0.0	0.0	0.8314642310142517	0.8261762261390686	0.0	0.0	0.0	0.0	0.056199006736278534	-1.2009937763214111		0.0	0.0	0.0	0.0	0.23977939784526825	0.173823744058609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.847902774810791	0.8938037157058716	0.0	0.0	0.0	0.0	0.5842985510826111	1.0385116338729858		0.0	0.0	0.0	0.0	0.22274816036224365	0.10619629919528961	0.0	0.0	0.0	0.0																							
69																								0.0		0.0		0.9439404010772705		0.0		0.0		-0.9812206625938416		0.012500000186264515	0.910653293132782		0.8359627723693848		0.840086042881012		0.8885685205459595		0.9338638782501221		0.0		0.0		0.8300701975822449		0.0		0.0		0.05084845796227455		0.012500000186264515	0.0		0.0		0.2412058413028717		0.0		0.0		0.0		0.0		0.8485273122787476		0.0		0.0		0.5790840983390808		0.012500000186264515	0.0		0.0		0.2223837673664093		0.0		0.0																								
70																								0.0	0.0	0.0	0.0	0.9448279142379761	0.9515233039855957	0.0	0.0	0.0	0.0	0.05060131475329399	1.0623266696929932		0.9157580137252808	0.9507532715797424	0.8446066379547119	0.9061293601989746	0.8476449251174927	0.9063450694084167	0.8865233063697815	0.951402485370636	0.9469866156578064	0.9501048922538757	0.0	0.0	0.0	0.0	0.8316488265991211	0.8325968980789185	0.0	0.0	0.0	0.0	0.047806330025196075	-1.1126291751861572		0.0	0.0	0.0	0.0	0.23937895894050598	0.16740311682224274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8491067290306091	0.8946500420570374	0.0	0.0	0.0	0.0	0.5770597457885742	0.9963399171829224		0.0	0.0	0.0	0.0	0.22117382287979126	0.10534994304180145	0.0	0.0	0.0	0.0																							
71																								0.0		0.0		0.9443145394325256		0.0		0.0		1.0367019176483154		0.012500000186264515	0.9254685640335083		0.8612763285636902		0.8614123463630676		0.872932493686676		0.9847331047058105		0.0		0.0		0.8314008116722107		0.0		0.0		0.05825262889266014		0.012500000186264515	0.0		0.0		0.23914587497711182		0.0		0.0		0.0		0.0		0.8479185104370117		0.0		0.0		0.5747109055519104		0.012500000186264515	0.0		0.0		0.22288189828395844		0.0		0.0																								
72																								0.0	0.0	0.0	0.0	0.9441674947738647	0.951508641242981	0.0	0.0	0.0	0.0	0.986646831035614	1.0772321224212646		0.9294921159744263	0.9735441207885742	0.868272066116333	0.9484519958496094	0.8683410286903381	0.9484559893608093	0.873957633972168	0.9514299035072327	0.9925631284713745	0.9967108368873596	0.0	0.0	0.0	0.0	0.8303213715553284	0.8290735483169556	0.0	0.0	0.0	0.0	0.046166449785232544	-1.0221164226531982		0.0	0.0	0.0	0.0	0.2403014749288559	0.17092646658420563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8481112718582153	0.8924773931503296	0.0	0.0	0.0	0.0	0.5658290982246399	1.0298855304718018		0.0	0.0	0.0	0.0	0.22321851551532745	0.10752258449792862	0.0	0.0	0.0	0.0																							
73																								0.0		0.0		0.9441559314727783		0.0		0.0		0.942091703414917		0.012500000186264515	0.9286459684371948		0.8667965531349182		0.8668714761734009		0.8728440403938293		0.992070198059082		0.0		0.0		0.8301753997802734		0.0		0.0		0.043655525892972946		0.012500000186264515	0.0		0.0		0.2405814528465271		0.0		0.0		0.0		0.0		0.8488801717758179		0.0		0.0		0.5621768236160278		0.012500000186264515	0.0		0.0		0.22196295857429504		0.0		0.0																								
74																								0.0	0.0	0.0	0.0	0.94437175989151	0.9525907039642334	0.0	0.0	0.0	0.0	0.8968828916549683	0.9832027554512024		0.9277403950691223	0.9734389185905457	0.8652198910713196	0.948252260684967	0.8653109073638916	0.9482579827308655	0.8727425336837769	0.952485203742981	0.9901360273361206	0.9953352212905884	0.0	0.0	0.0	0.0	0.8318967223167419	0.8320115804672241	0.0	0.0	0.0	0.0	0.0476248599588871	1.0735785961151123		0.0	0.0	0.0	0.0	0.24003587663173676	0.16798840463161469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8470108509063721	0.8951483964920044	0.0	0.0	0.0	0.0	0.5589548945426941	1.011345624923706		0.0	0.0	0.0	0.0	0.2233957052230835	0.10485158115625381	0.0	0.0	0.0	0.0																							
75																																															0.0		0.0		0.830177903175354		0.0		0.0		0.04325861483812332		0.012500000186264515	0.0		0.0		0.24045895040035248		0.0		0.0		0.0		0.0		0.8485540151596069		0.0		0.0		0.5559782981872559		0.012500000186264515	0.0		0.0		0.22272634506225586		0.0		0.0																								
76																																															0.0	0.0	0.0	0.0	0.833554208278656	0.8291041851043701	0.0	0.0	0.0	0.0	0.039552342146635056	-1.6209723949432373		0.0	0.0	0.0	0.0	0.23693256080150604	0.1708957850933075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8484027981758118	0.8962326645851135	0.0	0.0	0.0	0.0	0.5471693277359009	1.0218430757522583		0.0	0.0	0.0	0.0	0.22181740403175354	0.10376735776662827	0.0	0.0	0.0	0.0																							
77																																															0.0		0.0		0.8291144967079163		0.0		0.0		0.03840213641524315		0.012500000186264515	0.0		0.0		0.24092702567577362		0.0		0.0		0.0		0.0		0.8484899401664734		0.0		0.0		0.5400048494338989		0.012500000186264515	0.0		0.0		0.2223977893590927		0.0		0.0																								
78																																															0.0	0.0	0.0	0.0	0.831571638584137	0.8264106512069702	0.0	0.0	0.0	0.0	0.040660325437784195	-9.608245849609375		0.0	0.0	0.0	0.0	0.23935376107692719	0.17358937859535217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8492617011070251	0.8975737690925598	0.0	0.0	0.0	0.0	0.5432082414627075	1.0036081075668335		0.0	0.0	0.0	0.0	0.2220032960176468	0.1024262085556984	0.0	0.0	0.0	0.0																							
79																																															0.0		0.0		0.8319893479347229		0.0		0.0		0.0331108532845974		0.012500000186264515	0.0		0.0		0.23975108563899994		0.0		0.0		0.0		0.0		0.8494861721992493		0.0		0.0		0.5413628816604614		0.012500000186264515	0.0		0.0		0.22099748253822327		0.0		0.0																								
80																																															0.0	0.0	0.0	0.0	0.831912636756897	0.8292497396469116	0.0	0.0	0.0	0.0	0.04624737426638603	-0.6673074960708618		0.0	0.0	0.0	0.0	0.23884865641593933	0.170750230550766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8474119901657104	0.8932042717933655	0.0	0.0	0.0	0.0	0.5296335816383362	1.0083881616592407		0.0	0.0	0.0	0.0	0.22362586855888367	0.10679570585489273	0.0	0.0	0.0	0.0																							
81																																															0.0		0.0		0.8330730199813843		0.0		0.0		0.031092019751667976		0.012500000186264515	0.0		0.0		0.2390221506357193		0.0		0.0		0.0		0.0		0.8481277823448181		0.0		0.0		0.5223507285118103		0.012500000186264515	0.0		0.0		0.22294838726520538		0.0		0.0																								
82																																															0.0	0.0	0.0	0.0	0.8312860727310181	0.828643262386322	0.0	0.0	0.0	0.0	0.028879620134830475	-0.6897850036621094		0.0	0.0	0.0	0.0	0.23957890272140503	0.17135675251483917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.848214864730835	0.8949472904205322	0.0	0.0	0.0	0.0	0.5161330103874207	1.0103288888931274		0.0	0.0	0.0	0.0	0.22277115285396576	0.10505270957946777	0.0	0.0	0.0	0.0																							
83																																															0.0		0.0		0.8322243690490723		0.0		0.0		0.027363577857613564		0.012500000186264515	0.0		0.0		0.2383926510810852		0.0		0.0		0.0		0.0		0.8481342196464539		0.0		0.0		0.511347234249115		0.012500000186264515	0.0		0.0		0.22276340425014496		0.0		0.0																								
84																																															0.0	0.0	0.0	0.0	0.8318018317222595	0.8277119994163513	0.0	0.0	0.0	0.0	0.025616349652409554	-4.9819231033325195		0.0	0.0	0.0	0.0	0.23813492059707642	0.17228803038597107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8480929732322693	0.8955405950546265	0.0	0.0	0.0	0.0	0.5068430304527283	1.0053764581680298		0.0	0.0	0.0	0.0	0.2221035361289978	0.10445941984653473	0.0	0.0	0.0	0.0																							
85																																															0.0		0.0		0.8346071839332581		0.0		0.0		0.022342298179864883		0.012500000186264515	0.0		0.0		0.2357773780822754		0.0		0.0		0.0		0.0		0.8485909104347229		0.0		0.0		0.49683356285095215		0.012500000186264515	0.0		0.0		0.22258266806602478		0.0		0.0																								
86																																															0.0	0.0	0.0	0.0	0.8305260539054871	0.8274165391921997	0.0	0.0	0.0	0.0	0.021275324746966362	-0.7172509431838989		0.0	0.0	0.0	0.0	0.23983462154865265	0.1725834757089615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8488900661468506	0.8948450088500977	0.0	0.0	0.0	0.0	0.49253925681114197	1.0020382404327393		0.0	0.0	0.0	0.0	0.2225981503725052	0.10515497624874115	0.0	0.0	0.0	0.0																							
